text,Emotion
i do not feel like i am hostile toward others just that i fail to be nice to them,anger
i feel scared when my father suddenly opens a door,fear
i felt out of control i hated myself for feeling it then felt more out of control hated myself for hating that i hated it and it just got worse until i was walking to work in a haze trying to not curl up on the pavement and just,disgust
i can feel myself getting agitated at all the constant noise chatter,anger
im really just here to write whats on my brain if you want to read it and tell me im crazy stupid boring awesome genius then feel free,anger
i appreciate not having to do it but it feels so strange to be sitting around not packing when a move is so close,surprise
i am feeling rushed or overwhelmed to have the perfect house that my brain explodes and all proper decision making skills get lost in the debris,sadness
i feel irritated by everything,anger
i feel he became frightened at the thought that i was putting my best foot forward,fear
i feel frightened or anxious,fear
i went into the movie i was feeling skeptical and slightly nervous that i was going to be disappointed,sadness
i find it hard to breathe and sometimes feel a little shaken up by the days events,sadness
i made the other day which more or less sums up how i feel about the delusion of my life for the past years or so i became somewhat frightened of myself and decided to get a little distance from that guy,fear
im not going to lie sometimes hearing myself say some of the things on my recordings makes me feel weird and insecure but just like the quote states above its a good thing,disgust
i am simply to realize that master homis knows best and if he feels there is too much going on he will step in and help with some tasks that i perform and i am not to become distressed about this,sadness
